name,region,geo_lat,geo_lon
Старая Купавна,Московская область,55.810648,38.175624
Ступино,Московская область,54.886274,38.078228
Талдом,Московская область,56.7308564,37.5276003
Фрязино,Московская область,55.9590588,38.0410235
Химки,Московская область,55.888657,37.4303702
Хотьково,Московская область,56.2516982,37.9396017
Черноголовка,Московская область,56.010005,38.379245
Чехов,Московская область,55.1508011,37.4533252
Щёлково,Московская область,55.9233801,37.9783707
Электрогорск,Московская область,55.8780241,38.7806752
Электросталь,Московская область,55.7847291,38.4447045
Электроугли,Московская область,55.7170877,38.2192563
Яхрома,Московская область,56.2890516,37.4831799
Апатиты,Мурманская область,67.5677761,33.4067929
Гаджиево,Мурманская область,69.2491311,33.315341
Заозерск,Мурманская область,69.4003584,32.4501496
Заполярный,Мурманская область,69.4132852,30.7984312
Кандалакша,Мурманская область,67.1567974,32.4143218
Кировск,Мурманская область,67.6150424,33.663735
Ковдор,Мурманская область,67.5661417,30.4741941
Кола,Мурманская область,68.8786028,33.0262299
Мончегорск,Мурманская область,67.9386153,32.9359719
Мурманск,Мурманская область,69.007721,33.0685865
Оленегорск,Мурманская область,68.1422058,33.2669407
Островной,Мурманская область,68.0510344,39.5077846
Полярные Зори,Мурманская область,67.373084,32.4975636
Полярный,Мурманская область,69.1989583,33.4508591
Североморск,Мурманская область,69.0766801,33.4177759
Снежногорск,Мурманская область,69.1921409,33.2383502
Нарьян-Мар,Ненецкий АО,67.6379672,53.0069565
Арзамас,Нижегородская область,55.3945814,43.8408141
Балахна,Нижегородская область,56.495036,43.5758423
Богородск,Нижегородская область,56.1020828,43.5135442
Бор,Нижегородская область,56.3565458,44.0646481
Ветлуга,Нижегородская область,57.8559204,45.7761957
Володарск,Нижегородская область,56.2169751,43.1596417
Ворсма,Нижегородская область,55.989943,43.2718859
Выкса,Нижегородская область,55.3207727,42.1678834
Горбатов,Нижегородская область,56.1307769,43.0626185
Городец,Нижегородская область,56.6449218,43.4723104
Дзержинск,Нижегородская область,56.2376047,43.4599416
Заволжье,Нижегородская область,56.6404286,43.3872492
Княгинино,Нижегородская область,55.8205915,45.032337
Кстово,Нижегородская область,56.1432084,44.1664198
Кулебаки,Нижегородская область,55.4296181,42.5125538
Лукоянов,Нижегородская область,55.0326225,44.4933807
Лысково,Нижегородская область,56.0262359,45.035771
Навашино,Нижегородская область,55.543811,42.1887089
Нижний Новгород,Нижегородская область,56.3240627,44.0053913
Павлово,Нижегородская область,55.9797564,43.0995042
Первомайск,Нижегородская область,54.8675792,43.8013992
Перевоз,Нижегородская область,55.5967718,44.5448369
Саров,Нижегородская область,54.9228268,43.3448089
Семенов,Нижегородская область,56.7889794,44.4902885
Сергач,Нижегородская область,55.5201515,45.4813231
Урень,Нижегородская область,57.4612572,45.7833293
Чкаловск,Нижегородская область,56.7651262,43.242077
Шахунья,Нижегородская область,57.6764293,46.6129009
Боровичи,Новгородская область,58.3840197,33.9175929
Валдай,Новгородская область,57.9823766,33.2369436
Великий Новгород,Новгородская область,58.5213846,31.2755394
Малая Вишера,Новгородская область,58.8458379,32.2247401
Окуловка,Новгородская область,58.3910296,33.2901557
Пестово,Новгородская область,58.5973723,35.8143898
Сольцы,Новгородская область,58.1201281,30.309351
Старая Русса,Новгородская область,57.990737,31.3554897
Холм,Новгородская область,57.145108,31.1787499
Чудово,Новгородская область,59.1248394,31.6866241
Барабинск,Новосибирская область,55.35146,78.3464506
Бердск,Новосибирская область,54.7582156,83.1070605
Болотное,Новосибирская область,55.6692421,84.3906889
Искитим,Новосибирская область,54.6267603,83.2951244
Карасук,Новосибирская область,53.7343189,78.0422967
Каргат,Новосибирская область,55.1945666,80.2829495
Куйбышев,Новосибирская область,55.4685094,78.3242048
Купино,Новосибирская область,54.366055,77.2973368
Новосибирск,Новосибирская область,55.028191,82.9211489
Обь,Новосибирская область,54.9945576,82.6937181
Татарск,Новосибирская область,55.2146167,75.9739914
Тогучин,Новосибирская область,55.2251631,84.4104118
Черепаново,Новосибирская область,54.2206476,83.3724521
Чулым,Новосибирская область,55.0906867,80.9592508
Исилькуль,Омская область,54.9096002,71.2816284
Калачинск,Омская область,55.0598155,74.5653644
Называевск,Омская область,55.5689323,71.3503426
Омск,Омская область,54.9848566,73.3674517
Тара,Омская область,56.9160511,74.3649194
Тюкалинск,Омская область,55.8703415,72.1954747
Абдулино,Оренбургская область,53.6778906,53.6472483
Бугуруслан,Оренбургская область,53.6523728,52.4326853
Бузулук,Оренбургская область,52.7881277,52.2624877
Гай,Оренбургская область,51.4649189,58.4436875
Кувандык,Оренбургская область,51.4783857,57.3612636
Медногорск,Оренбургская область,51.4037617,57.583163
Новотроицк,Оренбургская область,51.1964202,58.3018192
Оренбург,Оренбургская область,51.7875092,55.1018828
Орск,Оренбургская область,51.2294282,58.4752777
Соль-Илецк,Оренбургская область,51.1633736,54.9896726
Сорочинск,Оренбургская область,52.426685,53.1542745
Ясный,Оренбургская область,51.036838,59.874344
Болхов,Орловская область,53.4438496,36.0076833
Дмитровск,Орловская область,52.5054851,35.1415009
Ливны,Орловская область,52.4284558,37.6039506
Малоархангельск,Орловская область,52.4002192,36.5038579
Мценск,Орловская область,53.2788438,36.5749105
Новосиль,Орловская область,52.97454,37.0437146
Орёл,Орловская область,52.9671298,36.0696427
Белинский,Пензенская область,52.9640996,43.4183212
Городище,Пензенская область,53.2726916,45.7026142
Заречный,Пензенская область,53.1960836,45.1689907
Каменка,Пензенская область,53.1855463,44.0469717
Кузнецк,Пензенская область,53.1130888,46.605092
Нижний Ломов,Пензенская область,53.5300905,43.6730217
Никольск,Пензенская область,53.7137496,46.0799857
Пенза,Пензенская область,53.1753314,45.0348625
Сердобск,Пензенская область,52.4697595,44.2122414
Спасск,Пензенская область,53.9271974,43.1859073
Сурск,Пензенская область,53.0761357,45.6910796
Александровск,Пермский край,59.1613221,57.5763459
Березники,Пермский край,59.4079923,56.8039427
Верещагино,Пермский край,58.0797571,54.6581309
Горнозаводск,Пермский край,58.3742532,58.3231716
Гремячинск,Пермский край,58.5626082,57.8520572
Губаха,Пермский край,58.8371721,57.554533
Добрянка,Пермский край,58.469685,56.4130737
Кизел,Пермский край,59.0512783,57.6471028
Красновишерск,Пермский край,60.3901321,57.0535682
Краснокамск,Пермский край,58.0822065,55.7479936
Кудымкар,Пермский край,59.0167925,54.6572508
Кунгур,Пермский край,57.4283296,56.9438656
Лысьва,Пермский край,58.0995875,57.8086825
Нытва,Пермский край,57.9336725,55.3356084
Оса,Пермский край,57.2889515,55.4688668
Оханск,Пермский край,57.7180034,55.3872469
Очер,Пермский край,57.8852686,54.7161091
Пермь,Пермский край,58.0102583,56.2342034
Соликамск,Пермский край,59.6482998,56.771009
Усолье,Пермский край,59.4277573,56.6837872
Чайковский,Пермский край,56.7781501,54.1477965
Чердынь,Пермский край,60.4011933,56.4799933
Чермоз,Пермский край,58.7842834,56.1507138
Чернушка,Пермский край,56.5160768,56.0763049
Чусовой,Пермский край,58.2974596,57.8193615
Арсеньев,Приморский край,44.1622031,133.2696209
Артем,Приморский край,43.3501675,132.1596175
Большой Камень,Приморский край,43.1111742,132.3480082
Владивосток,Приморский край,43.1164904,131.8823937
Дальнегорск,Приморский край,44.5539457,135.5662716
Дальнереченск,Приморский край,45.9308483,133.7316907
Лесозаводск,Приморский край,45.4780092,133.4186199
Находка,Приморский край,42.8239372,132.8927361
Партизанск,Приморский край,43.1280578,133.1264567
Спасск-Дальний,Приморский край,44.5901175,132.8157288
Уссурийск,Приморский край,43.7971818,131.9518229
Фокино,Приморский край,42.9706317,132.4110196
Великие Луки,Псковская область,56.332208,30.5508641
Гдов,Псковская область,58.7432429,27.8264809
Дно,Псковская область,57.826974,29.9629389
Невель,Псковская область,56.0201973,29.9239983
Новоржев,Псковская область,57.029807,29.3433083
Новосокольники,Псковская область,56.3408431,30.1527573
Опочка,Псковская область,56.710725,28.6717519
Остров,Псковская область,57.3451528,28.3437593
Печоры,Псковская область,57.8145817,27.622259
Порхов,Псковская область,57.7765219,29.5436626
Псков,Псковская область,57.8194415,28.3317198
Пустошка,Псковская область,56.3374813,29.3668055
Пыталово,Псковская область,57.0637952,27.9236214
Себеж,Псковская область,56.2908554,28.4724326
Азов,Ростовская область,47.1121589,39.4232555
Аксай,Ростовская область,47.2676314,39.8756872
Батайск,Ростовская область,47.1383299,39.7507179
Белая Калитва,Ростовская область,48.1769737,40.8033529
Волгодонск,Ростовская область,47.5165338,42.1984951
Гуково,Ростовская область,48.0448904,39.9484672
Донецк,Ростовская область,48.3350706,39.945891
Зверево,Ростовская область,48.0435487,40.1265822
Зерноград,Ростовская область,46.8495958,40.312837
Каменск-Шахтинский,Ростовская область,48.3205326,40.2689583
Константиновск,Ростовская область,47.5773717,41.0967445
Красный Сулин,Ростовская область,47.8831311,40.0781298
Миллерово,Ростовская область,48.9260077,40.3984087
Морозовск,Ростовская область,48.3511807,41.8309225
Новочеркасск,Ростовская область,47.411919,40.1042098
Новошахтинск,Ростовская область,47.757773,39.9363697
Пролетарск,Ростовская область,46.7038963,41.727594
Ростов-на-Дону,Ростовская область,47.2224566,39.718803
Сальск,Ростовская область,46.4752095,41.5410415
Семикаракорск,Ростовская область,47.5177337,40.8114167
Таганрог,Ростовская область,47.2094917,38.9350989
Цимлянск,Ростовская область,47.6477448,42.0931505
Шахты,Ростовская область,47.7085287,40.2159846
Касимов,Рязанская область,54.9373475,41.3913211
Кораблино,Рязанская область,53.9246659,40.0227745
Михайлов,Рязанская область,54.2297402,39.0091481
Новомичуринск,Рязанская область,54.0376572,39.74654
Рыбное,Рязанская область,54.7256164,39.5134398
Ряжск,Рязанская область,53.7067584,40.0522274
Рязань,Рязанская область,54.6254445,39.7358609
Сасово,Рязанская область,54.3508885,41.9117422
Скопин,Рязанская область,53.823543,39.5492421
Спас-Клепики,Рязанская область,55.1291721,40.1745338
Спасск-Рязанский,Рязанская область,54.4070719,40.3763426
Шацк,Рязанская область,54.0287312,41.7181803
Жигулевск,Самарская область,53.4011981,49.4945176
Кинель,Самарская область,53.2210298,50.6343776
Нефтегорск,Самарская область,52.7972914,51.1637392
Новокуйбышевск,Самарская область,53.0994565,49.9477382
Октябрьск,Самарская область,53.1640488,48.670762
Отрадный,Самарская область,53.3800848,51.3438605
Похвистнево,Самарская область,53.6498299,52.1235156
Самара,Самарская область,53.1950306,50.1069518
Сызрань,Самарская область,53.1558674,48.4744629
Тольятти,Самарская область,53.5205348,49.3894028
Чапаевск,Самарская область,52.928961,49.8673269
Санкт-Петербург,Санкт-Петербург,59.9391313,30.3159004
Аркадак,Саратовская область,51.938831,43.4999221
Аткарск,Саратовская область,51.8736062,45.0003247
Балаково,Саратовская область,52.0224231,47.7827765
Балашов,Саратовская область,51.5388697,43.1839757
Вольск,Саратовская область,52.0459865,47.3873595
Ершов,Саратовская область,51.3508505,48.2762226
Калининск,Саратовская область,51.4993591,44.4710435
Красноармейск,Саратовская область,51.023541,45.695044
Красный Кут,Саратовская область,50.9598317,46.9712016
Маркс,Саратовская область,51.7133337,46.7400339
Новоузенск,Саратовская область,50.455199,48.1413153
Петровск,Саратовская область,52.3094237,45.3851877
Пугачев,Саратовская область,52.0159921,48.7972223
Ртищево,Саратовская область,52.2616271,43.7842248
Саратов,Саратовская область,51.533557,46.034257
Хвалынск,Саратовская область,52.4951572,48.1045771
Шиханы,Саратовская область,52.1147391,47.2023118
Энгельс,Саратовская область,51.4854003,46.126722
Алдан,Саха /Якутия/,58.6094283,125.3817188
Верхоянск,Саха /Якутия/,67.5502451,133.390735
Вилюйск,Саха /Якутия/,63.7517616,121.627284
Ленск,Саха /Якутия/,60.7276196,114.9548255
Мирный,Саха /Якутия/,62.536232,113.9667728
Нерюнгри,Саха /Якутия/,56.6599953,124.7202403
Нюрба,Саха /Якутия/,63.2828955,118.3242437
Олекминск,Саха /Якутия/,60.3758006,120.4060878
Покровск,Саха /Якутия/,61.4843503,129.1482392
Среднеколымск,Саха /Якутия/,67.4582218,153.7069425
Томмот,Саха /Якутия/,58.9586859,126.2875462
Удачный,Саха /Якутия/,66.4071765,112.3061555
Якутск,Саха /Якутия/,62.0281405,129.7325887
Александровск-Сахалинский,Сахалинская область,50.8974378,142.1578559
Анива,Сахалинская область,46.713152,142.5265804
Долинск,Сахалинская область,47.3255783,142.7945071
Корсаков,Сахалинская область,46.6324545,142.799445
Курильск,Сахалинская область,45.2270954,147.8796323
Макаров,Сахалинская область,48.6236334,142.7803205
Невельск,Сахалинская область,46.6526899,141.8630725
Оха,Сахалинская область,53.5867839,142.9412411
Поронайск,Сахалинская область,49.238866,143.1008333
Северо-Курильск,Сахалинская область,50.6730577,156.1282211
Томари,Сахалинская область,47.7620108,142.0615837
Углегорск,Сахалинская область,49.0815774,142.0692639
Холмск,Сахалинская область,47.0408423,142.041688
Южно-Сахалинск,Сахалинская область,46.9591631,142.737976
Алапаевск,Свердловская область,57.8475571,61.6693817
Арамиль,Свердловская область,56.694632,60.8343125
Артемовский,Свердловская область,57.3384177,61.8947443
Асбест,Свердловская область,57.0052277,61.4581156
Березовский,Свердловская область,56.9095924,60.8180907
Богданович,Свердловская область,56.7764795,62.0463679
Верхний Тагил,Свердловская область,57.3763758,59.9517653
Верхняя Пышма,Свердловская область,56.9758903,60.5650383
Верхняя Салда,Свердловская область,58.0465803,60.5560164
Верхняя Тура,Свердловская область,58.3643685,59.8265235
Верхотурье,Свердловская область,58.8622073,60.8103945
Волчанск,Свердловская область,59.9351707,60.0798618
Дегтярск,Свердловская область,56.7048206,60.079138
Екатеринбург,Свердловская область,56.8385216,60.6054911
Заречный,Свердловская область,56.8102931,61.3380029
Ивдель,Свердловская область,60.6944496,60.4245069
Ирбит,Свердловская область,57.6838362,63.057675
Каменск-Уральский,Свердловская область,56.414962,61.9188674
Камышлов,Свердловская область,56.8465034,62.7119766
Карпинск,Свердловская область,59.7665925,60.0011703
Качканар,Свердловская область,58.7051762,59.4839155
Кировград,Свердловская область,57.4299433,60.0624051
Краснотурьинск,Свердловская область,59.7636635,60.1934525
Красноуральск,Свердловская область,58.348651,60.0408764
Красноуфимск,Свердловская область,56.612387,57.7636637
Кушва,Свердловская область,58.2826013,59.7645766
Лесной,Свердловская область,58.6348516,59.7981565
Михайловск,Свердловская область,56.4370039,59.1137316
Невьянск,Свердловская область,57.49131,60.2183429
Нижние Серги,Свердловская область,56.6544959,59.2953035
Нижний Тагил,Свердловская область,57.910126,59.9812853
Нижняя Салда,Свердловская область,58.0748272,60.7025418
Нижняя Тура,Свердловская область,58.6309267,59.8520344
Новая Ляля,Свердловская область,59.0538977,60.5944825
Новоуральск,Свердловская область,57.2472567,60.0956714
Первоуральск,Свердловская область,56.9080085,59.942926
Полевской,Свердловская область,56.4956952,60.2365298
Ревда,Свердловская область,56.7986319,59.9071591
Реж,Свердловская область,57.3717477,61.3833842
Североуральск,Свердловская область,60.1533109,59.9525245
Серов,Свердловская область,59.6047724,60.5753882
Среднеуральск,Свердловская область,56.9918901,60.4771018
Сухой Лог,Свердловская область,56.9076193,62.0358093
Сысерть,Свердловская область,56.5005715,60.8190003
Тавда,Свердловская область,58.0434672,65.274217
Талица,Свердловская область,57.0122687,63.7320757
Туринск,Свердловская область,58.0393524,63.6981973
Севастополь,Севастополь,44.6167013,33.525355
Алагир,Северная Осетия - Алания,43.0417684,44.2199715
Ардон,Северная Осетия - Алания,43.1755152,44.2955775
Беслан,Северная Осетия - Алания,43.1937529,44.5338707
Владикавказ,Северная Осетия - Алания,43.020588,44.6819182
Дигора,Северная Осетия - Алания,43.1567628,44.1549483
Моздок,Северная Осетия - Алания,43.7471342,44.6569607
Велиж,Смоленская область,55.6057916,31.1856206
Вязьма,Смоленская область,55.2116983,34.2951663
Гагарин,Смоленская область,55.5525228,34.9950502
Демидов,Смоленская область,55.2682105,31.5062809
Десногорск,Смоленская область,54.146457,33.2833222
Дорогобуж,Смоленская область,54.9136959,33.3023162
Духовщина,Смоленская область,55.1950257,32.401252
Ельня,Смоленская область,54.5837795,33.1749867
Починок,Смоленская область,54.406244,32.4398039
Рославль,Смоленская область,53.9449558,32.8480258
Рудня,Смоленская область,54.9441093,31.0794806
Сафоново,Смоленская область,55.1199661,33.2336988
Смоленск,Смоленская область,54.782635,32.045251
Сычевка,Смоленская область,55.8308821,34.2778793
Ярцево,Смоленская область,55.0564732,32.6902302
Благодарный,Ставропольский край,45.0989782,43.4306455
Буденновск,Ставропольский край,44.7816067,44.1650339
Георгиевск,Ставропольский край,44.1485694,43.4739851
Ессентуки,Ставропольский край,44.0446186,42.8588653
Железноводск,Ставропольский край,44.1320568,43.0306461
Зеленокумск,Ставропольский край,44.4032668,43.8841877
Изобильный,Ставропольский край,45.3684296,41.708702
Ипатово,Ставропольский край,45.7181751,42.8970206
Кисловодск,Ставропольский край,43.9052044,42.7168721
Лермонтов,Ставропольский край,44.1054107,42.973135
Минеральные Воды,Ставропольский край,44.2087273,43.138408
Михайловск,Ставропольский край,45.1297323,42.0288443
Невинномысск,Ставропольский край,44.6226031,41.9476723
Нефтекумск,Ставропольский край,44.7544552,44.9865347
Новоалександровск,Ставропольский край,45.4932733,41.2153996
Новопавловск,Ставропольский край,43.9617097,43.6342865
Пятигорск,Ставропольский край,44.041091,43.0661553
Светлоград,Ставропольский край,45.328659,42.8565714
Ставрополь,Ставропольский край,45.044516,41.9689655
Жердевка,Тамбовская область,51.8422192,41.4617687
Кирсанов,Тамбовская область,52.6506335,42.7286445
Котовск,Тамбовская область,52.5924489,41.5101237
Мичуринск,Тамбовская область,52.8912389,40.5104443
Моршанск,Тамбовская область,53.4436216,41.8115478
Рассказово,Тамбовская область,52.6538833,41.874285
Тамбов,Тамбовская область,52.7213154,41.452264
Уварово,Тамбовская область,51.9767841,42.2529799
Агрыз,Татарстан,56.5232864,52.9943775
Азнакаево,Татарстан,54.8598642,53.0745527
Альметьевск,Татарстан,54.9014619,52.2970467
Арск,Татарстан,56.0912567,49.877067
Бавлы,Татарстан,54.4062891,53.2458065
Болгар,Татарстан,54.974891,49.0303882
Бугульма,Татарстан,54.5363495,52.7895849
Буинск,Татарстан,54.9641538,48.2901209
Елабуга,Татарстан,55.7567107,52.0543794
Заинск,Татарстан,55.299053,52.0062972
Зеленодольск,Татарстан,55.8466651,48.5010954
Иннополис,Татарстан,55.7521699,48.7446846
Казань,Татарстан,55.7943584,49.1114975
Кукмор,Татарстан,56.1861392,50.8970238
Лаишево,Татарстан,55.4042867,49.5499838
Лениногорск,Татарстан,54.5967034,52.4431906
Мамадыш,Татарстан,55.7150413,51.4129016
Менделеевск,Татарстан,55.895169,52.3143347
Мензелинск,Татарстан,55.7270698,53.1003968
Набережные Челны,Татарстан,55.7434619,52.3959165
Нижнекамск,Татарстан,55.6313609,51.8144669
Нурлат,Татарстан,54.4281461,50.8049337
Тетюши,Татарстан,54.936516,48.8314533
Чистополь,Татарстан,55.3699139,50.6285784
Андреаполь,Тверская область,56.6506724,32.2620163
Бежецк,Тверская область,57.7860089,36.6904983
Белый,Тверская область,55.8339056,32.9389741
Бологое,Тверская область,57.8855767,34.0537771
Весьегонск,Тверская область,58.6582598,37.2567558
Вышний Волочек,Тверская область,57.568302,34.5404016
Западная Двина,Тверская область,56.2566492,32.0805315
Зубцов,Тверская область,56.1760868,34.5825515
Калязин,Тверская область,57.2579478,37.7819693
Кашин,Тверская область,57.360194,37.6119436
Кимры,Тверская область,56.8733213,37.3556605
Конаково,Тверская область,56.7275204,36.8012716
Красный Холм,Тверская область,58.0571446,37.1126156
Кувшиново,Тверская область,57.0265168,34.1676009
Лихославль,Тверская область,57.1221304,35.4667605
Нелидово,Тверская область,56.2232566,32.7767459
Осташков,Тверская область,57.1456744,33.1115372
Ржев,Тверская область,56.262881,34.3291002
Старица,Тверская область,56.514876,34.9336396
Тверь,Тверская область,56.8586059,35.9116761
Торжок,Тверская область,57.04133,34.9602344
Торопец,Тверская область,56.5012188,31.6355466
Удомля,Тверская область,57.8787314,35.0167348
Асино,Томская область,56.9907085,86.1765257
Кедровый,Томская область,57.561869,79.5677821
Колпашево,Томская область,58.3114253,82.9025829
Северск,Томская область,56.6031285,84.8809926
Стрежевой,Томская область,60.732895,77.604122
Томск,Томская область,56.4845804,84.9481582
Алексин,Тульская область,54.5083349,37.0478067
Белев,Тульская область,53.8114179,36.1382247
Богородицк,Тульская область,53.7701014,38.1225152
Болохово,Тульская область,54.0820349,37.826724
Венев,Тульская область,54.3542315,38.2642236
Донской,Тульская область,53.9678944,38.3371824
Ефремов,Тульская область,53.1464766,38.0921657
Кимовск,Тульская область,53.9698378,38.5380808
Киреевск,Тульская область,53.9319555,37.9220351
Липки,Тульская область,53.9417551,37.7020148
Новомосковск,Тульская область,54.0109075,38.2914024
Плавск,Тульская область,53.7096415,37.2862352
Советск,Тульская область,53.9338874,37.6316141
Суворов,Тульская область,54.1343585,36.4807419
Тула,Тульская область,54.1920559,37.6153842
Узловая,Тульская область,53.9730452,38.1763201
Чекалин,Тульская область,54.0984438,36.2474142
Щекино,Тульская область,54.0020652,37.5176288
Ясногорск,Тульская область,54.4795484,37.6896048
Ак-Довурак,Тыва,51.178452,90.5985129
Кызыл,Тыва,51.7191047,94.4376882
Туран,Тыва,52.1449619,93.9173396
Чадан,Тыва,51.2844502,91.5788609
Шагонар,Тыва,51.5346393,92.9199675
Заводоуковск,Тюменская область,56.5027463,66.5513613
Ишим,Тюменская область,56.1104858,69.4795776
Тобольск,Тюменская область,58.2017299,68.2538558
Тюмень,Тюменская область,57.1529744,65.5344099
Ялуторовск,Тюменская область,56.6547289,66.3122992
Воткинск,Удмуртская,57.0518149,53.9873096
Глазов,Удмуртская,58.1359233,52.6635038
Ижевск,Удмуртская,56.852738,53.2114896
Камбарка,Удмуртская,56.2659916,54.193374
Можга,Удмуртская,56.4427774,52.2137886
Сарапул,Удмуртская,56.4615767,53.8037657
Барыш,Ульяновская область,53.6533992,47.1181134
Димитровград,Ульяновская область,54.2167926,49.6262585
Инза,Ульяновская область,53.8549647,46.3533459
Новоульяновск,Ульяновская область,54.1447956,48.3910789
Сенгилей,Ульяновская область,53.958964,48.7768269
Ульяновск,Ульяновская область,54.3079415,48.3748487
Амурск,Хабаровский край,50.2344147,136.8792444
Бикин,Хабаровский край,46.8185743,134.2550718
Вяземский,Хабаровский край,47.5353379,134.7553856
Комсомольск-на-Амуре,Хабаровский край,50.5498936,137.0079408
Николаевск-на-Амуре,Хабаровский край,53.1460657,140.7111367
Советская Гавань,Хабаровский край,48.9664966,140.285174
Хабаровск,Хабаровский край,48.4647258,135.0598942
Абаза,Хакасия,52.6516647,90.0885686
Абакан,Хакасия,53.7223325,91.4436721
Саяногорск,Хакасия,53.1008083,91.4122454
Сорск,Хакасия,54.0002888,90.2594446
Черногорск,Хакасия,53.8259342,91.3260229
Белоярский,Ханты-Мансийский Автономный округ - Югра АО,63.7121099,66.6772226
Когалым,Ханты-Мансийский Автономный округ - Югра АО,62.2639527,74.4829794
Лангепас,Ханты-Мансийский Автономный округ - Югра АО,61.2536939,75.1807763
Лянтор,Ханты-Мансийский Автономный округ - Югра АО,61.6392863,72.179409
Мегион,Ханты-Мансийский Автономный округ - Югра АО,61.0318712,76.1025878
Нефтеюганск,Ханты-Мансийский Автономный округ - Югра АО,61.0882676,72.6164079
Нижневартовск,Ханты-Мансийский Автономный округ - Югра АО,60.9396698,76.5696184
Нягань,Ханты-Мансийский Автономный округ - Югра АО,62.1454701,65.3946047
Покачи,Ханты-Мансийский Автономный округ - Югра АО,61.7422169,75.5941517
Пыть-Ях,Ханты-Мансийский Автономный округ - Югра АО,60.7585833,72.8365617
Радужный,Ханты-Мансийский Автономный округ - Югра АО,62.1342888,77.4584094
Советский,Ханты-Мансийский Автономный округ - Югра АО,61.3706913,63.5667222
Сургут,Ханты-Мансийский Автономный округ - Югра АО,61.2541083,73.3961587
Урай,Ханты-Мансийский Автономный округ - Югра АО,60.1296954,64.8038508
Ханты-Мансийск,Ханты-Мансийский Автономный округ - Югра АО,61.0023984,69.0184798
Югорск,Ханты-Мансийский Автономный округ - Югра АО,61.3123568,63.3365484
Аша,Челябинская область,54.9906527,57.2783953
Бакал,Челябинская область,54.9406399,58.8051698
Верхнеуральск,Челябинская область,53.8760961,59.2169852
Верхний Уфалей,Челябинская область,56.0487158,60.2318886
Еманжелинск,Челябинская область,54.7554548,61.3243477
Златоуст,Челябинская область,55.1714905,59.6725549
Карабаш,Челябинская область,55.4852323,60.2358881
Карталы,Челябинская область,53.0536197,60.6478408
Касли,Челябинская область,55.8868784,60.7421663
Катав-Ивановск,Челябинская область,54.7521438,58.1983648
Копейск,Челябинская область,55.116665,61.6179185
Коркино,Челябинская область,54.8903147,61.4034576
Куса,Челябинская область,55.3386053,59.4385778
Кыштым,Челябинская область,55.7061276,60.5563781
Магнитогорск,Челябинская область,53.4072153,58.9791437
Миасс,Челябинская область,55.0456457,60.1077572
Миньяр,Челябинская область,55.0709557,57.548478
Нязепетровск,Челябинская область,56.0536895,59.6097202
Озерск,Челябинская область,55.763154,60.7076198
Пласт,Челябинская область,54.3692764,60.8151894
Сатка,Челябинская область,55.0405288,59.0288975
Сим,Челябинская область,54.9907827,57.6900155
Снежинск,Челябинская область,56.0851495,60.7324914
Трехгорный,Челябинская область,54.8178249,58.4464194
Троицк,Челябинская область,54.0843745,61.5586831
Усть-Катав,Челябинская область,54.9260812,58.152805
Чебаркуль,Челябинская область,54.9818567,60.3773121
Челябинск,Челябинская область,55.1602624,61.4008078
Южноуральск,Челябинская область,54.448927,61.2581158
Юрюзань,Челябинская область,54.854662,58.4226698
Аргун,Чеченская,43.2916774,45.8723105
Грозный,Чеченская,43.3180145,45.698291
Гудермес,Чеченская,43.3519142,46.1035645
Курчалой,Чеченская,43.2046547,46.0889364
Шали,Чеченская,43.1488691,45.9009629
Алатырь,Чувашская Республика,54.8397989,46.5721997
Канаш,Чувашская Республика,55.507,47.4918273
Козловка,Чувашская Республика,55.8406025,48.2577735
Мариинский Посад,Чувашская Республика,56.111923,47.7142942
Новочебоксарск,Чувашская Республика,56.1094977,47.4791113
Цивильск,Чувашская Республика,55.8650213,47.4729349
Чебоксары,Чувашская Республика,56.1438298,47.2489782
Шумерля,Чувашская Республика,55.4962415,46.4182681
Ядрин,Чувашская Республика,55.9406974,46.2020896
Анадырь,Чукотский АО,64.7313924,177.5015421
Билибино,Чукотский АО,68.0584191,166.4388172
Певек,Чукотский АО,69.7016661,170.2999022
Губкинский,Ямало-Ненецкий АО,64.4457594,76.4713274
Лабытнанги,Ямало-Ненецкий АО,66.6592841,66.3883009
Муравленко,Ямало-Ненецкий АО,63.7940552,74.4948635
Надым,Ямало-Ненецкий АО,65.5377966,72.5182736
Новый Уренгой,Ямало-Ненецкий АО,66.0839433,76.6809681
Ноябрьск,Ямало-Ненецкий АО,63.2018039,75.4510581
Салехард,Ямало-Ненецкий АО,66.5492077,66.6085318
Тарко-Сале,Ямало-Ненецкий АО,64.9118803,77.7610236
Гаврилов-Ям,Ярославская область,57.3091058,39.8546444
Данилов,Ярославская область,58.1860098,40.1795067
Любим,Ярославская область,58.3620228,40.686841
Мышкин,Ярославская область,57.7881684,38.4544224
Переславль-Залесский,Ярославская область,56.7360544,38.8543617
Пошехонье,Ярославская область,58.5062879,39.1208434
Ростов,Ярославская область,57.2051315,39.4378622
Рыбинск,Ярославская область,58.0485495,38.8584119
Тутаев,Ярославская область,57.8674993,39.5369627
Углич,Ярославская область,57.5224249,38.3020044
Ярославль,Ярославская область,57.6215477,39.8977411
